timestamp,open,high,low,close
1558915200000,8612.54,9074.26,8005.0,8725.98
1559520000000,8726.0,8800.95,7444.58,7628.13
1560124800000,7627.57,9333.0,7511.0,8953.33
1560729600000,8953.0,11392.64,8950.0,10906.07
1561334400000,10905.95,13970.0,10525.1,10854.1
1561939200000,10854.1,12000.0,9727.0,11406.24
1562544000000,11410.0,13147.08,10103.0,10174.18
1563148800000,10174.18,11100.0,9060.0,10589.45
1563753600000,10590.15,10683.16,9165.0,9541.54
1564358400000,9541.54,11040.0,9395.0,10929.23
1564963200000,10929.99,12330.7,10927.8,11549.97
1565568000000,11539.08,11577.89,9750.0,10306.78
1566172800000,10306.17,10949.96,9762.0,10142.69
1566777600000,10142.69,10604.0,9320.0,9724.98
1567382400000,9723.59,10905.87,9712.5,10381.18
1567987200000,10381.24,10480.0,9880.0,10302.01
1568592000000,10303.34,10355.0,9653.0,10028.87
1569196800000,10028.05,10049.99,7750.0,8043.82
1569801600000,8043.04,8500.0,7710.0,7854.25
1570406400000,7855.3,8779.51,7762.0,8275.01
1571011200000,8275.24,8403.0,7816.01,8223.35
1571616000000,8223.35,10370.0,7300.0,9529.93
1572220800000,9528.23,9902.1,8913.0,9194.71
1572825600000,9196.46,9513.68,8696.0,9039.47
1573430400000,9040.16,9072.32,8350.68,8502.4
1574035200000,8502.87,8503.52,6790.0,6903.28
1574640000000,6900.23,7850.0,6515.0,7390.89
1575244800000,7391.5,7750.0,7067.0,7510.11
1575849600000,7510.11,7650.0,7008.35,7118.59
1576454400000,7119.6,7518.54,6435.0,7501.44
1577059200000,7500.71,7695.38,7076.42,7388.24
1577664000000,7388.43,7495.0,6871.04,7358.75
1578268800000,7357.64,8455.0,7346.76,8184.98
1578873600000,8184.97,9198.98,8055.89,8701.7
1579478400000,8701.72,8818.0,8238.0,8615.0
1580083200000,8614.39,9578.0,8535.0,9331.51
1580688000000,9331.59,10166.0,9093.01,10151.75
1581292800000,10151.72,10500.0,9638.12,9917.27
1581897600000,9910.7,10250.0,9350.0,9936.4
1582502400000,9936.4,9990.0,8411.0,8531.88
1583107200000,8530.3,9188.0,8000.0,8033.31
1583712000000,8034.76,8179.31,3782.13,5361.3
1584316800000,5360.33,6900.0,4442.12,5816.19
1584921600000,5816.05,6957.96,5688.0,5881.42
1585526400000,5880.5,7198.0,5857.76,6772.78
1586131200000,6772.78,7459.69,6739.98,6903.79
1586736000000,6903.79,7293.08,6468.27,7120.74
1587340800000,7121.4,7738.0,6751.0,7693.1
1587945600000,7693.1,9460.0,7606.0,8894.16
1588550400000,8894.15,10067.0,8117.0,8722.77
1589155200000,8722.77,9939.0,8200.0,9680.04
1589760000000,9681.11,9950.0,8700.0,8720.34
1590364800000,8718.14,9740.0,8642.72,9448.27
1590969600000,9448.27,10380.0,9266.0,9746.99
1591574400000,9746.99,9992.72,9113.0,9342.1
1592179200000,9342.1,9589.0,8910.45,9294.69
1592784000000,9294.69,9780.0,8833.0,9116.35
1593388800000,9116.16,9292.0,8893.03,9069.41
1593993600000,9069.41,9470.0,9055.92,9302.75
1594598400000,9303.31,9343.82,9047.25,9208.99
1595203200000,9208.99,10111.0,9131.0,9931.54
1595808000000,9931.54,12123.46,9917.21,11071.35
1596412800000,11071.36,11909.94,10936.0,11681.68
1597017600000,11681.69,12067.35,11125.0,11911.0
1597622400000,11910.99,12468.0,11376.81,11648.13
1598227200000,11648.12,11824.9,11117.64,11711.16
1598832000000,11711.17,12050.85,9825.0,10256.2
1599436800000,10255.89,10580.11,9850.0,10332.83
1600041600000,10332.84,11179.79,10212.34,10920.28
1600646400000,10920.28,10988.86,10136.82,10774.25
1601251200000,10774.26,10950.0,10374.0,10666.63
1601856000000,10666.62,11491.0,10525.0,11369.02
1602460800000,11369.02,11720.01,11172.0,11503.14
1603065600000,11503.14,13350.0,11407.96,13028.83
1603670400000,13029.64,14100.0,12765.0,13761.5
1604275200000,13761.49,15960.0,13195.05,15475.1
1604880000000,15475.1,16480.0,14805.54,15957.0
1605484800000,15957.0,18965.9,15864.0,18414.43
1606089600000,18413.88,19484.21,16188.0,18184.99
1606694400000,18185.0,19888.0,18001.12,19359.4
1607299200000,19358.67,19420.91,17572.33,19174.99
1607904000000,19174.99,24295.0,19000.0,23455.52
1608508800000,23455.54,28422.0,21815.0,26281.66
1609113600000,26281.54,34778.11,25880.0,33000.05
1609718400000,33000.05,41950.0,28130.0,38150.02
1610323200000,38150.02,40100.0,30420.0,35828.61
1610928000000,35824.99,37850.0,28850.0,32259.9
1611532800000,32259.45,38531.9,29241.72,33092.98
1612137600000,33092.97,40955.51,32296.16,38795.69
1612742400000,38795.69,49707.43,37988.89,48577.79
1613347200000,48580.47,58352.8,45570.79,57408.57
1613952000000,57412.35,57508.47,43000.0,45135.66
1614556800000,45134.11,52640.0,44950.53,50971.75
1615161600000,50959.11,61844.0,49274.67,58968.31
1615766400000,58976.08,60633.43,53271.34,57351.56
1616371200000,57351.56,58430.73,50427.56,55777.63
1616976000000,55777.65,60200.0,54800.01,58202.01
1617580800000,58202.01,61500.0,55473.0,60002.43
1618185600000,59998.8,64854.0,50931.3,56150.01
1618790400000,56150.01,57526.81,46930.0,49066.77
1619395200000,49066.76,58458.07,48753.44,56578.21
1620000000000,56578.21,59500.0,52900.0,58240.84
1620604800000,58240.83,59500.0,43825.39,46431.5
1621209600000,46426.83,46686.0,30000.0,34655.25
1621814400000,34681.44,40841.0,33379.0,35641.27
1622419200000,35641.26,39476.0,34153.84,35796.31
1623024000000,35796.31,39380.0,31000.0,39020.57
1623628800000,39020.56,41330.0,33336.0,35600.16
1624233600000,35600.17,35750.0,28805.0,34700.34
1624838400000,34702.49,36600.0,32699.0,35286.51
1625443200000,35288.13,35293.78,32077.0,34258.99
1626048000000,34259.0,34678.43,31020.0,31778.56
1626652800000,31778.57,35398.0,29278.0,35381.02
1627257600000,35381.02,42599.0,35205.78,39845.44
1627862400000,39850.27,45310.0,37332.7,43794.37
1628467200000,43794.36,48144.0,42779.0,46973.82
1629072000000,46973.82,49757.04,43927.7,49239.22
1629676800000,49239.22,50500.0,46250.0,48767.83
1630281600000,48767.84,51900.0,46512.0,51756.88
1630886400000,51756.88,52920.0,42843.05,46025.24
1631491200000,46025.23,48843.2,43370.0,47241.75
1632096000000,47241.75,47347.25,39600.0,43160.9
1632700800000,43160.9,49228.08,40753.88,48200.01
1633305600000,48200.01,56561.31,46891.0,54659.0
1633910400000,54659.01,62933.0,53879.0,61528.33
1634515200000,61528.32,67000.0,59510.63,60852.22
1635120000000,60852.22,63710.63,57820.0,61299.8
1635724800000,61299.81,64270.0,59405.0,63273.59
1636329600000,63273.58,69000.0,62278.0,65519.1
1636934400000,65519.11,66401.82,55600.0,58622.02
1637539200000,58617.7,59444.0,53256.64,57274.88
1638144000000,57274.89,59176.99,42000.3,49396.33
1638748800000,49396.32,51936.33,46751.0,50053.9
1639353600000,50053.9,50189.97,45456.0,46681.23
1639958400000,46681.24,51810.0,45558.85,50775.49
1640563200000,50775.48,52088.0,45678.0,47286.18
1641168000000,47286.18,47570.0,40501.0,41864.62
1641772800000,41864.62,44500.0,39650.0,43071.66
1642377600000,43071.66,43505.0,34008.0,36244.55
1642982400000,36244.55,38919.98,32917.17,37881.76
1643587200000,37881.75,42656.0,36250.0,42380.87
1644192000000,42380.87,45821.0,41645.85,42053.66
1644796800000,42053.65,44751.4,38000.0,38386.89
1645401600000,38386.89,40348.45,34322.28,37699.07
1646006400000,37699.08,45400.0,37450.17,38420.81
1646611200000,38420.8,42594.06,37155.0,37777.34
1647216000000,37777.35,42400.0,37555.0,41262.11
1647820800000,41262.11,46999.0,40467.94,46827.76
1648425600000,46827.76,48189.84,44200.0,46407.35
1649030400000,46407.36,47200.0,41868.0,42158.85
1649635200000,42158.85,42414.71,39200.0,39678.12
1650240000000,39678.11,42976.0,38536.51,39450.13
1650844800000,39450.12,40797.31,37386.38,38468.35
1651449600000,38468.35,40023.77,33713.95,34038.4
1652054400000,34038.39,34243.15,26700.0,31328.89
1652659200000,31328.89,31328.9,28654.47,30293.94
1653264000000,30293.93,30670.51,28019.56,29468.1
1653868800000,29468.1,32399.0,29282.36,29919.21
1654473600000,29919.2,31765.64,26560.0,26574.53
1655078400000,26574.53,26895.84,17622.0,20574.0
1655683200000,20574.0,21888.0,19637.03,21038.07
1656288000000,21038.08,21539.85,18626.0,19315.83
1656892800000,19315.83,22527.37,19055.31,20862.47
1657497600000,20861.11,21684.54,18910.94,20798.16
1658102400000,20799.58,24276.74,20762.45,22579.68
1658707200000,22577.13,24668.0,20706.5,23293.32
1659312000000,23296.36,23647.68,22400.0,23174.39
1659916800000,23174.39,25047.56,22664.69,24305.24
1660521600000,24305.25,25211.32,20761.9,21515.61
1661126400000,21516.7,21900.0,19520.0,19555.61
1661731200000,19555.61,20576.25,19540.0,20000.3
1662336000000,20000.3,21860.0,18510.77,21826.87
1662940800000,21826.87,22799.0,19320.01,19416.18
1663545600000,19417.45,19956.0,18125.98,18807.38
1664150400000,18809.13,20385.86,18471.28,19056.8
1664755200000,19057.74,20475.0,18959.68,19439.02
1665360000000,19439.96,19951.87,18190.0,19262.98
1665964800000,19262.98,19706.66,18650.0,19570.4
1666569600000,19570.4,21085.0,19157.0,20627.48
1667174400000,20627.48,21480.65,20031.24,20905.58
1667779200000,20905.58,21069.77,15588.0,16329.85
1668384000000,16331.78,17190.0,15815.21,16280.23
1668988800000,16279.5,16812.63,15476.0,16428.78
1669593600000,16428.77,17324.0,15995.27,17105.7
1670198400000,17106.65,17424.25,16678.83,17085.05
1670803200000,17085.05,18387.95,16527.32,16738.21
1671408000000,16739.0,17061.27,16256.3,16832.11
1672012800000,16832.11,16972.83,16333.0,16616.75
1672617600000,16617.17,17176.99,16548.7,17127.83
1673222400000,17127.83,21258.0,17104.66,20871.5
1673827200000,20872.99,23371.8,20407.15,22707.88
1674432000000,22706.02,23960.54,22300.0,23742.3
1675036800000,23743.37,24255.0,22500.0,22932.91
1675641600000,22932.91,23452.0,21451.0,21783.54
1676246400000,21782.37,25250.0,21351.07,24271.76
1676851200000,24272.51,25250.0,22722.0,23554.85
1677456000000,23554.85,24000.0,21971.13,22430.24
1678060800000,22430.24,22602.19,19549.09,21997.11
1678665600000,21998.05,28390.1,21813.88,27972.87
1679270400000,27972.87,28868.05,26601.8,27968.05
1679875200000,27968.05,29184.68,26508.14,28171.87
1680480000000,28171.87,28775.0,27200.24,28323.76
1681084800000,28323.76,31000.0,28170.0,30304.65
1681689600000,30304.66,30485.0,27125.0,27590.6
1682294400000,27590.59,30036.0,26942.82,29233.21
1682899200000,29233.2,29820.0,27666.95,28430.1
1683504000000,28430.09,28631.01,25811.46,26917.62
1684108800000,26917.61,27663.59,26361.2,26747.78
1684713600000,26747.78,27495.83,26080.5,26369.15
