timestamp,open,high,low,close
1367279999000,134.44400024414062,147.48800659179688,134.0,144.5399932861328
1367366399000,144.0,146.92999267578125,134.0500030517578,139.0
1367452799000,139.0,139.88999938964844,107.72000122070312,116.98999786376952
1367539199000,116.37999725341795,125.5999984741211,92.28189849853516,105.20999908447266
1367625599000,106.25,108.12799835205078,79.0999984741211,97.75
1367711999000,98.0999984741211,115.0,92.5,112.5
1367798399000,112.9000015258789,118.8000030517578,107.14299774169922,115.91000366210938
1367884799000,115.9800033569336,124.66300201416016,106.63999938964844,112.3000030517578
1367971199000,112.25,113.44400024414062,97.6999969482422,111.5
1368057599000,109.5999984741211,115.77999877929688,109.5999984741211,113.56600189208984
1368143999000,113.1999969482422,113.45999908447266,109.26000213623048,112.66999816894533
1368230399000,112.79900360107422,122.0,111.5510025024414,117.1999969482422
1368316799000,117.6999969482422,118.6790008544922,113.01000213623048,115.24299621582033
1368403199000,115.63999938964844,117.4489974975586,113.43499755859376,115.0
1368489599000,114.81999969482422,118.6989974975586,114.5,117.9800033569336
1368575999000,117.9800033569336,119.8000030517578,110.25,111.5
1368662399000,111.4000015258789,115.80999755859376,103.5,114.22000122070312
1368748799000,114.22000122070312,118.76000213623048,112.1999969482422,118.76000213623048
1368835199000,118.20999908447266,125.3000030517578,116.5709991455078,123.01499938964844
1368921599000,123.5,125.25,122.3000030517578,123.4980010986328
1369007999000,123.21099853515624,124.5,119.5709991455078,121.98999786376952
1369094399000,122.5,123.62100219726562,120.12000274658205,122.0
1369180799000,122.0199966430664,123.0,121.20999908447266,122.87999725341795
1369267199000,122.88999938964844,124.0009994506836,122.0,123.88899993896484
1369353599000,123.8000030517578,126.93399810791016,123.0999984741211,126.6999969482422
1369439999000,126.3000030517578,133.85000610351562,125.71900177001952,133.1999969482422
1369526399000,133.10000610351562,133.218994140625,128.89999389648438,131.97999572753906
1369612799000,131.98599243164062,136.0,130.61500549316406,133.47999572753906
1369699199000,133.5,135.46499633789062,124.6999969482422,129.7449951171875
1369785599000,129.77000427246094,130.5800018310547,125.5999984741211,129.0
1369871999000,129.0,132.58999633789062,127.66200256347656,132.3000030517578
1369958399000,132.25,132.25,127.0,128.7989959716797
1370044799000,128.7989959716797,129.89999389648438,126.4000015258789,129.0
1370131199000,128.81500244140625,129.77999877929688,127.1989974975586,129.3000030517578
1370217599000,129.3000030517578,129.39999389648438,115.0500030517578,122.29199981689452
1370303999000,122.5,122.5,116.0,122.22200012207033
1370390399000,120.73699951171876,123.83999633789062,119.0999984741211,121.41999816894533
